#######################################################################
#                                                                     #
# WGS84 positions of SKA1 LOW Field Stations taken from Table 10-1    #
# of SKA1-LOW Configuration Coordinates - Complete Set                #
# (SKA-TEL-SKO-0000422 Revision 04)                                   #
#                                                                     #
# Columns: Station ID, Label, Longitude, Latitude                     #
#                                                                     #
#######################################################################
381 N9-1 116.719376 -26.78457
382 N9-2 116.719682 -26.784264
383 N9-3 116.718774 -26.784203
384 N9-4 116.719252 -26.784088
385 N9-5 116.719524 -26.783716
386 N9-6 116.718899 -26.783682
387 E10-1 116.834725 -26.861834
388 E10-2 116.83428 -26.861644
389 E10-3 116.835382 -26.861594
390 E10-4 116.834755 -26.861254
391 E10-5 116.834417 -26.860904
392 E10-6 116.83525 -26.860855
393 E11-1 116.864174 -26.85885
394 E11-2 116.86355 -26.858758
395 E11-3 116.863814 -26.858343
396 E11-4 116.864692 -26.858283
397 E11-5 116.863576 -26.858013
398 E11-6 116.864341 -26.85792
399 E12-1 116.859808 -26.912269
400 E12-2 116.859315 -26.911944
401 E12-3 116.85867 -26.91188
402 E12-4 116.859718 -26.911682
403 E12-5 116.859275 -26.911501
404 E12-6 116.858812 -26.911492
405 E13-1 116.938951 -26.812287
406 E13-2 116.938015 -26.812259
407 E13-3 116.938519 -26.812151
408 E13-4 116.938036 -26.811853
409 E13-5 116.93879 -26.811808
410 E13-6 116.938448 -26.811582
411 E14-1 116.99324 -26.786008
412 E14-2 116.992616 -26.785601
413 E14-3 116.993028 -26.785565
414 E14-4 116.993702 -26.785412
415 E14-5 116.992888 -26.785042
416 E14-6 116.993572 -26.785069
417 E15-1 117.048006 -26.892787
418 E15-2 117.047198 -26.89252
419 E15-3 117.048458 -26.892319
420 E15-4 117.047718 -26.892112
421 E15-5 117.04816 -26.892051
422 E15-6 117.04722 -26.892046
423 E16-1 117.195237 -26.952418
424 E16-2 117.194734 -26.952237
425 E16-3 117.195934 -26.952145
426 E16-4 117.19497 -26.951879
427 E16-5 117.195414 -26.951769
428 E16-6 117.194981 -26.9515
429 S10-1 116.693454 -26.863716
430 S10-2 116.693658 -26.863341
431 S10-3 116.694108 -26.863305
432 S10-4 116.693283 -26.863136
433 S10-5 116.693721 -26.862824
434 S10-6 116.693159 -26.86275
435 S11-1 116.666842 -26.899387
436 S11-2 116.667274 -26.899361
437 S11-3 116.6675 -26.899015
438 S11-4 116.666162 -26.898997
439 S11-5 116.66675 -26.898864
440 S11-6 116.666714 -26.898472
441 S12-1 116.621864 -26.865563
442 S12-2 116.621267 -26.865405
443 S12-3 116.620832 -26.865256
444 S12-4 116.621577 -26.865142
445 S12-5 116.621303 -26.86478
446 S12-6 116.621745 -26.864643
447 S13-1 116.654672 -26.94988
448 S13-2 116.654251 -26.9498
449 S13-3 116.654668 -26.949466
450 S13-4 116.654022 -26.949307
451 S13-5 116.655057 -26.949154
452 S13-6 116.6544 -26.949118
453 S14-1 116.697431 -27.012275
454 S14-2 116.697121 -27.01197
455 S14-3 116.697649 -27.011833
456 S14-4 116.698069 -27.011711
457 S14-5 116.697052 -27.011566
458 S14-6 116.697623 -27.011219
459 S15-1 116.506632 -26.944117
460 S15-2 116.506075 -26.943806
461 S15-3 116.506623 -26.943714
462 S15-4 116.507104 -26.943552
463 S15-5 116.505984 -26.943421
464 S15-6 116.506611 -26.943084
465 S16-1 116.479592 -27.059862
466 S16-2 116.479038 -27.059709
467 S16-3 116.480041 -27.059609
468 S16-4 116.479561 -27.05934
469 S16-5 116.478883 -27.059346
470 S16-6 116.479322 -27.059025
471 N10-1 116.762949 -26.751126
472 N10-2 116.762523 -26.751069
473 N10-3 116.762136 -26.750902
474 N10-4 116.763015 -26.750699
475 N10-5 116.762605 -26.750563
476 N10-6 116.762283 -26.750275
477 N11-1 116.805197 -26.722019
478 N11-2 116.804765 -26.72187
479 N11-3 116.805263 -26.721612
480 N11-4 116.804859 -26.721481
481 N11-5 116.805682 -26.721426
482 N11-6 116.805147 -26.721005
483 N12-1 116.724607 -26.713049
484 N12-2 116.725517 -26.712975
485 N12-3 116.724997 -26.712774
486 N12-4 116.72545 -26.712435
487 N12-5 116.724409 -26.712398
488 N12-6 116.725025 -26.712353
489 N13-1 116.67295 -26.693202
490 N13-2 116.673413 -26.693095
491 N13-3 116.6727 -26.692894
492 N13-4 116.673173 -26.69267
493 N13-5 116.672731 -26.692434
494 N13-6 116.673204 -26.692293
495 N14-1 116.625799 -26.661719
496 N14-2 116.626192 -26.66154
497 N14-3 116.625861 -26.661214
498 N14-4 116.625419 -26.661186
499 N14-5 116.626134 -26.660853
500 N14-6 116.625491 -26.660743
501 N15-1 116.686259 -26.585334
502 N15-2 116.686857 -26.58517
503 N15-3 116.685887 -26.584934
504 N15-4 116.686357 -26.584855
505 N15-5 116.686721 -26.584688
506 N15-6 116.685917 -26.584465
507 N16-1 116.658913 -26.498395
508 N16-2 116.659686 -26.498144
509 N16-3 116.659045 -26.497944
510 N16-4 116.659577 -26.497756
511 N16-5 116.658634 -26.497699
512 N16-6 116.659076 -26.497529
